CAL,CNC,GR,HRD,HRM,PE,ZDEN,DTC,DTS
9.2955,0.3109,44.1749,0.9279,0.947,12.3725,2.352,103.2796,-999
9.2794,0.2974,45.4024,0.9189,0.9241,9.204,2.3333,103.0643,-999
9.2766,0.2832,43.229,0.9108,0.9065,7.0241,2.3296,104.1413,-999
9.2614,0.2829,41.1584,0.9042,0.8956,6.0751,2.3107,106.0961,-999
9.2766,0.2966,41.6546,0.8993,0.8894,5.6399,2.3103,108.3125,-999
9.2785,0.3112,42.8927,0.8952,0.8843,5.7137,2.3495,110.2071,-999
9.2864,0.3097,45.6967,0.8914,0.8773,6.3343,2.3949,110.9947,-999
9.2986,0.2864,48.928,0.8877,0.8673,6.6848,2.3993,111.4626,-999
9.3076,0.2685,48.0219,0.8848,0.8557,7.4439,2.399,111.1911,-999
9.3134,0.2638,47.1618,0.885,0.8477,10.2807,2.4099,109.7857,-999
9.3125,0.2807,46.6416,0.8909,0.8527,10.245,2.363,108.6223,-999
9.3116,0.2987,46.1448,0.9018,0.8706,8.5925,2.3092,108.0759,-999
9.3205,0.3129,44.5877,0.9149,0.8927,8.5433,2.3287,108.448,-999
9.3506,0.3139,44.3335,0.9267,0.91,8.6717,2.3563,109.7153,-999
9.3482,0.3009,44.3429,0.9355,0.9202,8.755,2.3478,111.5502,-999
9.3664,0.3075,45.3325,0.9412,0.9259,8.7623,2.3578,113.463,-999
9.3877,0.3235,45.4547,0.9446,0.9291,9.1893,2.368,114.9908,-999
9.3856,0.3263,44.7048,0.9466,0.9306,8.6843,2.3562,115.7204,-999
9.3905,0.3235,43.362,0.9476,0.932,8.4723,2.3387,115.3776,-999
9.4037,0.3217,41.4721,0.9476,0.9341,9.0287,2.3254,113.8597,-999
9.3604,0.3246,40.3237,0.9471,0.9359,8.392,2.3374,111.34,-999
9.3254,0.3327,37.591,0.9465,0.937,7.2538,2.3797,108.5529,-999
9.3204,0.3344,37.7153,0.9465,0.9393,7.1221,2.4052,106.5639,-999
9.3597,0.3135,40.2368,0.9476,0.9438,8.725,2.4385,105.9335,-999
9.3034,0.2989,37.2123,0.95,0.9498,10.5638,2.4302,106.3832,-999
9.2523,0.2829,36.8863,0.9533,0.9573,9.643,2.4356,107.0143,-999
9.2421,0.2817,40.8585,0.9565,0.9655,8.0943,2.4112,106.9934,-999
9.2604,0.2938,44.176,0.958,0.9701,6.892,2.3554,106.1927,-999
9.2533,0.3057,48.0289,0.9565,0.9662,5.3715,2.3328,105.25,-999
9.2432,0.329,50.2685,0.9518,0.9528,6.3742,2.3231,104.9768,-999
9.2584,0.3581,48.6046,0.9454,0.9346,7.2971,2.3402,105.7707,-999
9.2372,0.3577,47.5787,0.9393,0.9194,6.1433,2.3504,107.4359,-999
9.2271,0.3339,51.6062,0.9354,0.913,5.4493,2.3189,109.2426,-999
9.2241,0.3182,53.8427,0.9344,0.9169,5.1354,2.326,110.3711,-999
9.2138,0.3178,54.3461,0.9361,0.9288,4.9746,2.3698,110.5364,-999
9.2313,0.3329,55.1227,0.9394,0.9439,4.6446,2.3821,109.9102,-999
9.2244,0.3473,57.334,0.9423,0.9573,4.6286,2.3843,108.8745,-999
9.2272,0.3434,59.5438,0.9424,0.9635,4.5782,2.3998,107.8615,-999
9.2244,0.3379,57.4868,0.9381,0.9591,5.1156,2.4003,107.2025,-999
9.2313,0.3351,57.4966,0.9289,0.9447,7.477,2.3642,107.0773,-999
9.2642,0.3884,59.4079,0.9156,0.9235,9.8399,2.3105,107.5167,-999
9.3536,0.479,55.719,0.8999,0.8991,11.1265,2.3274,108.3907,-999
9.4256,0.4676,50.5244,0.8834,0.8741,12.1953,2.3507,109.3397,-999
9.4901,0.413,46.9181,0.8674,0.8503,12.9994,2.3105,109.9273,-999
9.5063,0.4036,43.3833,0.8522,0.8291,13.1707,2.2802,109.9273,-999
9.481,0.4369,43.8878,0.8374,0.8098,12.5704,2.2726,109.4215,-999
9.4935,0.4944,47.6467,0.8227,0.79,10.3627,2.291,108.7154,-999
9.5511,0.4377,53.605,0.8097,0.7691,7.5629,2.3145,108.1221,-999
9.3521,0.3849,55.3955,0.8019,0.753,6.6929,2.3219,107.7835,-999
9.3096,0.357,52.711,0.8027,0.7536,7.009,2.3147,107.755,-999
9.3095,0.3705,49.335,0.8137,0.7786,7.5516,2.3062,108.0517,-999
9.3185,0.3989,44.9962,0.833,0.8213,7.5459,2.3287,108.601,-999
9.3205,0.3513,44.1222,0.8564,0.8647,7.3928,2.3584,109.1977,-999
9.2781,0.2928,47.922,0.8786,0.9001,8.0047,2.3783,109.656,-999
9.271,0.2814,47.0041,0.8947,0.9317,8.9562,2.423,109.9055,-999
9.2632,0.2934,46.34,0.9013,0.9539,8.8648,2.4275,110.0002,-999
9.2734,0.3127,48.0057,0.8965,0.9503,8.7534,2.406,110.087,-999
9.2935,0.3168,46.9912,0.8809,0.9229,9.3759,2.4265,110.3223,-999
9.2934,0.3303,45.9998,0.8578,0.8899,12.9947,2.4051,110.8161,-999
9.3676,0.4285,50.5272,0.8312,0.8518,15.944,2.2939,111.6458,-999
9.3173,0.5424,52.6947,0.8053,0.8012,17.6148,2.217,112.7207,-999
9.2967,0.5291,47.8124,0.7838,0.753,17.866,2.2181,113.8342,-999
9.2843,0.5325,48.8118,0.7683,0.728,16.3715,2.185,114.8791,-999
9.3075,0.491,49.7917,0.7577,0.7227,14.2723,2.153,115.9434,-999
9.9346,0.4226,48.4802,0.7494,0.7196,13.0721,2.1904,117.2267,-999
9.8812,0.4104,51.3023,0.742,0.7131,13.2879,2.2085,118.8848,-999
9.3664,0.4009,55.1301,0.7367,0.7086,14.6952,2.221,120.8548,-999
9.3639,0.4112,53.2319,0.7367,0.708,14.8127,2.2471,122.7353,-999
9.3546,0.4339,49.8864,0.7442,0.714,11.4461,2.268,123.9515,-999
9.4533,0.4522,53.995,0.7591,0.7328,9.4513,2.344,124.0539,-999
9.2624,0.4808,63.1331,0.7792,0.7651,8.9196,2.3714,122.8802,-999
9.2484,0.4394,63.6927,0.8009,0.8011,7.305,2.3855,120.6727,-999
9.2051,0.3754,58.3832,0.8203,0.8322,6.7763,2.4224,117.9865,-999
9.2025,0.3395,59.0859,0.8348,0.857,7.4267,2.4321,115.3984,-999
9.1783,0.3419,60.151,0.8429,0.8735,7.4546,2.4377,113.3068,-999
9.1872,0.3386,56.6497,0.8436,0.8747,8.1982,2.4302,111.7584,-999
9.1972,0.3158,54.1174,0.8379,0.8561,10.1279,2.3366,110.5453,-999
9.2216,0.2905,50.9583,0.829,0.8253,9.3523,2.2642,109.5249,-999
9.1013,0.2705,48.0382,0.8218,0.7993,8.7241,2.2534,108.8639,-999
9.0248,0.2444,47.2662,0.8205,0.7918,8.6144,2.2675,108.8402,-999
9.1625,0.2516,43.521,0.8267,0.8058,8.9179,2.2669,109.5122,-999
8.8453,0.2831,45.5415,0.839,0.8336,9.0409,2.3163,110.5995,-999
8.8727,0.3132,50.5477,0.8549,0.8631,8.7677,2.391,111.529,-999
8.8987,0.3173,52.341,0.8723,0.8886,8.8438,2.4058,111.7231,-999
8.9391,0.3118,50.4603,0.8898,0.9129,9.4213,2.3816,110.9678,-999
8.9075,0.3021,46.2535,0.9058,0.9385,10.1455,2.3431,109.5347,-999
8.8723,0.2969,46.1379,0.9176,0.9591,10.7262,2.3191,108.054,-999
8.8405,0.2774,49.9947,0.9227,0.9634,11.8904,2.3189,107.1514,-999
8.8435,0.2873,54.5638,0.9205,0.9471,13.3347,2.3256,107.0574,-999
8.8735,0.3537,57.2377,0.9138,0.9208,14.599,2.3149,107.5824,-999
8.9256,0.3884,53.3696,0.9071,0.9009,14.3695,2.2913,108.4395,-999
9.037,0.3368,50.0289,0.9037,0.8957,13.8724,2.3214,109.2063,-999
9.0779,0.2118,52.2208,0.9044,0.9008,14.314,2.3439,109.5331,-999
9.0617,0.112,60.5956,0.908,0.9079,14.2623,2.3637,109.5542,-999
9.0851,0.1227,67.8256,0.9125,0.9129,13.7853,2.3877,109.4324,-999
9.0749,0.2121,67.0591,0.9168,0.9173,12.9699,2.3816,110.2773,-999
9.0688,0.3038,63.1056,0.9203,0.9232,10.9291,2.359,111.6721,-999
8.9966,0.3726,60.7934,0.9227,0.9312,9.1179,2.3251,112.8181,-999
8.8424,0.3763,57.3883,0.9231,0.9387,8.9676,2.3082,111.8523,-999
8.8205,0.3486,56.2989,0.9206,0.9412,8.541,2.2931,109.5984,-999
8.8303,0.3015,59.3201,0.9146,0.9355,8.3032,2.3371,107.834,-999
8.8415,0.2975,58.4319,0.9059,0.9227,9.1784,2.3827,106.2865,-999
8.8214,0.2995,60.1116,0.8963,0.9085,9.4447,2.3498,104.7008,-999
8.7801,0.307,57.6038,0.8872,0.8982,8.7518,2.3078,103.0701,-999
8.7714,0.3223,48.7561,0.8793,0.8932,8.4012,2.3182,101.554,-999
8.7717,0.3621,45.3883,0.8726,0.8895,8.715,2.3231,100.6254,-999
8.7876,0.3418,46.4634,0.8672,0.8831,8.9996,2.3151,99.7764,-999
8.7954,0.2997,47.668,0.8637,0.8751,8.9747,2.3042,99.0656,-999
8.8275,0.2916,50.5437,0.863,0.8714,9.3464,2.3336,97.9092,-999
8.8394,0.2996,49.9946,0.8655,0.876,11.1577,2.3553,96.8627,-999
8.8414,0.3199,49.4222,0.8715,0.8877,12.3958,2.3593,96.6191,-999
8.8363,0.4343,56.0613,0.8803,0.9018,11.0229,2.3552,98.3767,-999
8.8545,0.4671,62.6591,0.8911,0.915,9.8424,2.3528,101.9168,-999
8.8656,0.3955,63.5305,0.9031,0.9278,9.8153,2.3491,105.6208,-999
8.8706,0.4636,56.1284,0.9164,0.9433,11.3353,2.3397,108.9453,-999
8.8364,0.9997,47.7847,0.932,0.9657,13.3611,2.3613,111.3735,-999
8.8115,1.5958,43.4649,0.9508,1,12.8091,2.3889,112.6718,-999
8.7913,0.7093,39.9572,0.9722,1.0503,12.4109,2.4018,112.915,-999
8.7842,0.1607,36.0903,0.9924,1.1104,12.5333,2.4018,111.5753,-999
8.8043,0.1197,32.4479,1.0049,1.1585,12.1155,2.4063,109.5215,-999
8.8557,0.1092,33.879,1.0039,1.1661,12.744,2.4038,107.1129,-999
8.9008,0.1551,40.168,0.9886,1.1244,13.4721,2.3512,104.8832,-999
8.932,0.2462,46.046,0.9638,1.0547,13.1034,2.3025,103.2947,-999
8.9989,0.2923,50.0988,0.9365,0.9866,12.5872,2.2916,102.7844,-999
8.6693,0.3206,51.5255,0.912,0.9377,11.8845,2.2612,103.1312,-999
8.607,0.3023,46.796,0.8926,0.9108,7.9492,1.9355,102.8646,-999
8.5919,0.2945,37.8857,0.878,0.8996,5.4399,1.319,101.0142,-999
8.6021,0.3033,31.356,0.8663,0.8923,4.9878,1.3438,98.0545,-999
8.595,0.2934,32.7537,0.8555,0.8782,4.9727,1.5892,95.1764,-999
8.5979,0.2751,33.7386,0.8448,0.8548,6.1985,2.0217,93.4421,-999
8.5939,0.262,31.3024,0.8352,0.8265,8.7628,2.3012,92.744,-999
8.5989,0.2483,31.5608,0.8291,0.8008,8.6232,2.365,92.8713,-999
8.604,0.2632,37.6179,0.8291,0.7869,8.4456,2.3611,93.8243,-999
8.6168,0.2865,46.9678,0.8365,0.7927,10.2219,2.3485,95.5294,-999
8.6659,0.2973,53.5252,0.8505,0.8194,10.7479,2.3912,97.6604,-999
8.702,0.3309,55.6443,0.8678,0.8598,10.3906,2.4976,99.42,-999
8.7323,0.3607,54.138,0.8844,0.9003,10.5744,2.4814,100.8358,-999
8.7434,0.33,53.5993,0.8969,0.9276,9.2004,2.3706,101.6304,-999
8.7523,0.3298,58.8996,0.9047,0.9373,8.0989,2.2836,101.8917,-999
8.722,0.3249,62.4335,0.9086,0.9382,8.734,2.2515,102.0951,-999
8.6711,0.317,58.8689,0.9094,0.9412,13.2333,2.2316,102.4177,-999
8.591,0.3172,51.6043,0.907,0.9469,16.6524,2.2735,101.6591,-999
8.5649,0.3191,45.9698,0.901,0.9474,16.4814,2.327,100.858,-999
8.5357,0.317,45.6691,0.8912,0.9377,14.2732,2.3145,101.0405,-999
8.4976,0.3008,47.1319,0.8782,0.9173,12.0571,2.3411,102.6832,-999
8.4987,0.2991,47.8045,0.8631,0.8845,10.1163,2.3754,105.3368,-999
8.5276,0.3829,51.9118,0.8474,0.8439,9.8245,2.3631,107.4519,-999
8.7439,0.4828,58.9599,0.8334,0.8101,12.6117,2.3713,110.0143,-999
8.9406,0.4368,63.7906,0.8231,0.7938,16.2358,2.2926,112.3754,-999
9.12,0.4057,68.061,0.8176,0.7919,15.4438,2.098,114.4517,-999
9.0563,0.4255,69.3378,0.8165,0.7956,13.9815,1.8531,116.1549,-999
9.0499,0.4008,67.699,0.8189,0.8019,12.6946,1.8696,117.1911,-999
9.0538,0.394,63.3934,0.823,0.8118,10.6382,2.4623,118.6351,-999
9.0498,0.4041,50.6943,0.8271,0.8226,10.6809,2.0332,120.7199,-999
9.0184,0.3539,38.7182,0.8292,0.8275,11.6909,1.1561,120.6535,-999
9.1212,0.3328,40.6113,0.8283,0.8223,12.8098,1.7823,117.8078,-999
9.1622,0.3468,43.6246,0.8248,0.8107,14.1639,2.3348,114.2657,-999
9.1783,0.3589,47.305,0.82,0.8,13.0187,2.3036,111.3458,-999
9.1936,0.3795,52.58,0.8152,0.7945,11.8746,2.2491,110.2897,-999
9.1553,0.4075,55.3552,0.8105,0.7939,9.5793,2.2537,110.9838,-999
9.0618,0.3729,54.6522,0.8056,0.7963,9.193,2.2961,112.7973,-999
9.087,0.3549,54.4605,0.8001,0.7971,11.1943,2.3201,114.3311,-999
9.0539,0.3622,54.0273,0.7942,0.7927,10.4696,2.3416,114.6629,-999
8.9328,0.348,48.316,0.788,0.786,10.1617,2.2932,113.6307,-999
8.7935,0.3245,44.9483,0.7817,0.7816,8.737,2.278,111.3207,-999
8.7454,0.3063,45.8833,0.7746,0.7775,8.018,2.2963,108.4636,-999
8.7254,0.3473,47.8542,0.7663,0.7686,8.6905,2.3194,106.3764,-999
8.7273,0.3763,52.3834,0.7573,0.7565,11.138,2.3472,105.3661,-999
8.7485,0.36,54.5355,0.7493,0.7469,10.7164,2.3075,105.7578,-999
8.7332,0.3616,50.7854,0.7438,0.7425,9.2808,2.2572,106.6908,-999
8.7364,0.3684,44.8907,0.7418,0.7442,9.7058,2.2466,107.1772,-999
8.7302,0.3361,41.6285,0.7425,0.7516,9.2569,2.264,106.7533,-999
8.7412,0.2955,40.7067,0.7448,0.7599,7.9172,2.2775,105.4175,-999
8.7324,0.3105,38.8513,0.7478,0.7635,7.1,2.2654,104.0376,-999
8.7345,0.3303,35.4412,0.7514,0.7652,7.2813,2.2382,104.1624,-999
8.7495,0.3637,35.9665,0.7564,0.7704,9.6187,2.2458,104.9092,-999
8.7646,0.3695,42.8274,0.7636,0.7785,11.4,2.2769,105.1981,-999
8.7584,0.3463,48.9658,0.7738,0.7876,12.112,2.2854,104.273,-999
8.7422,0.3224,52.2496,0.7867,0.8009,11.365,2.3063,103.2119,-999
8.7331,0.2969,51.3583,0.8015,0.8202,10.5304,2.31,103.8594,-999
8.7393,0.2968,43.9329,0.8166,0.8404,10.9933,2.3248,105.4055,-999
8.7494,0.3089,37.5053,0.831,0.8574,10.5544,2.3959,106.5064,-999
8.7777,0.3332,36.8825,0.8442,0.8759,8.966,2.4562,107.0908,-999
8.7804,0.313,36.9483,0.8554,0.8984,8.5324,2.398,107.2659,-999
8.7744,0.3235,39.8238,0.8634,0.9145,9.0956,2.3196,107.2812,-999
8.7222,0.3663,38.5859,0.8677,0.9132,9.0817,2.2841,106.8202,-999
8.7063,0.3682,29.6345,0.8689,0.8988,8.3603,2.2697,106.4543,-999
8.7133,0.3431,37.1,0.8687,0.884,9.4574,2.2664,106.455,-999
8.7583,0.325,48.4104,0.8685,0.877,11.6201,2.2908,107.4954,-999
8.7744,0.3329,46.8471,0.8687,0.8796,12.2915,2.296,107.9735,-999
8.7572,0.3426,43.367,0.8695,0.8876,12.1954,2.3152,108.4711,-999
8.7051,0.313,41.2434,0.8722,0.8969,12.7005,2.3645,107.7343,-999
8.6091,0.2779,37.9573,0.8783,0.9114,13.5757,2.3981,105.689,-999
8.5637,0.2925,36.4331,0.8881,0.9356,12.7793,2.3887,102.8132,-999
8.5762,0.3145,38.9251,0.8996,0.9632,9.6526,2.3674,100.4208,-999
8.5712,0.3354,40.7691,0.9096,0.9819,8.7474,2.3303,99.3802,-999
8.5711,0.3441,44.5337,0.9154,0.9871,10.575,2.3411,98.9281,-999
8.5577,0.3417,47.3858,0.9166,0.982,10.1641,2.3452,98.317,-999
8.5456,0.3118,46.8063,0.9136,0.9699,9.0724,2.3306,97.6477,-999
8.5368,0.2912,44.2592,0.9078,0.9522,8.75,2.3324,97.9377,-999
8.4973,0.2833,40.5802,0.9012,0.9302,9.8211,2.342,99.6313,-999
8.5296,0.3122,43.3309,0.897,0.9111,10.6013,2.3462,101.7033,-999
8.7291,0.3636,48.6329,0.8972,0.9063,10.5566,2.3339,103.956,-999
8.9308,0.4181,50.3821,0.9007,0.9176,10.63,2.3334,105.5554,-999
8.9729,0.4397,51.637,0.9034,0.9286,10.4917,2.3322,106.8334,-999
8.9738,0.4669,49.1316,0.9006,0.919,10.409,2.3303,107.8008,-999
8.9617,0.5143,45.205,0.8916,0.8907,9.8171,2.3226,108.1593,-999
8.8169,0.4362,47.2536,0.8794,0.865,8.537,2.3042,108.5326,-999
8.7614,0.3735,51.3051,0.8673,0.8556,10.5796,2.2947,109.1984,-999
8.7052,0.3788,51.4553,0.8564,0.8558,11.9155,2.3016,110.4451,-999
8.5808,0.362,49.7767,0.846,0.8512,10.6753,2.2946,110.0981,-999
8.4786,0.3394,44.507,0.8349,0.8394,9.6929,2.2948,108.4875,-999
8.4897,0.3408,34.7568,0.823,0.8253,9.2869,2.2813,105.7549,-999
8.4576,0.3344,29.7807,0.8108,0.807,7.8039,2.2358,104.1908,-999
8.4336,0.2691,28.573,0.7992,0.7808,6.4895,2.2303,104.0818,-999
8.4216,0.2154,26.5708,0.7901,0.7533,6.3513,2.2451,103.2484,-999
8.4098,0.1998,25.0056,0.7864,0.7358,6.6744,2.2446,102.4396,-999
8.3928,0.1963,24.9338,0.7913,0.7344,7.1235,2.2515,101.3686,-999
8.4061,0.1995,26.5674,0.8073,0.7504,7.4893,2.2415,100.5008,-999
8.5212,0.2164,30.975,0.8345,0.7853,8.1735,2.2369,99.6669,-999
8.5157,0.256,35.2664,0.8706,0.8395,11.3483,2.2889,99.2028,-999
8.5357,0.3002,39.2345,0.9114,0.9033,15.9299,2.3321,99.9412,-999
8.65,0.3648,42.4038,0.9532,0.9581,17.114,2.2724,102.6207,-999
8.8364,0.4249,41.7493,0.9966,1.0025,16.989,2.2364,107.2667,-999
9.0052,0.3972,38.8106,1.045,1.0651,16.5896,2.25,111.9376,-999
9.0946,0.3408,34.2913,1.098,1.1733,15.2445,2.3451,115.3763,-999
9.1615,0.2661,34.676,1.144,1.3089,14.5037,2.4688,114.8672,-999
9.3153,0.2924,37.3829,1.1476,1.3654,16.8782,2.3512,109.8319,-999
9.2434,0.3337,37.7046,1.0906,1.2349,17.6838,2.3026,101.8162,-999
9.1502,0.3435,40.6161,1.026,1.1025,17.5624,2.3009,98.5153,-999
9.149,0.369,43.6338,0.9648,0.9972,17.0978,2.2748,98.3126,-999
9.1772,0.3678,43.3771,0.915,0.9194,16.136,2.2784,99.1836,-999
9.1751,0.3759,46.8817,0.8802,0.8621,16.2015,2.3259,100.0483,-999
9.1811,0.4126,50.9268,0.8619,0.8285,17.2828,2.3172,101.4733,-999
9.1702,0.4278,49.7145,0.8583,0.8271,17.17,2.2301,104.844,-999
9.1401,0.4435,52.3357,0.8613,0.8532,16.1957,2.2061,108.302,-999
9.8565,0.428,56.3065,0.8585,0.8768,16.5546,2.2655,110.3241,-999
9.4627,0.3814,57.4978,0.8417,0.8655,15.8316,2.3097,110.8725,-999
8.9068,0.3761,58.7763,0.8147,0.8253,14.1062,2.2844,110.3179,-999
8.9403,0.3815,58.9921,0.7898,0.7882,14.0078,2.3206,108.8713,-999
8.8349,0.3846,59.4232,0.7773,0.7757,16.361,2.3434,107.3269,-999
8.7106,0.3757,61.8999,0.7785,0.792,15.7553,2.2855,105.6088,-999
8.651,0.3822,58.5195,0.7849,0.8261,12.1714,2.2254,105.3464,-999
8.5952,0.392,53.0754,0.7835,0.8489,9.0565,2.1714,105.8393,-999
8.7441,0.3295,46.4315,0.7652,0.8331,8.3735,2.1877,107.0781,-999
8.5742,0.2894,42.2542,0.7317,0.7868,6.315,2.1841,108.6303,-999
8.4988,0.2892,39.5765,0.6911,0.7382,5.0169,2.126,109.6351,-999
8.4879,0.2782,37.0391,0.6208,0.6721,5.3282,2.1211,109.3698,-999
8.4968,0.2807,36.57,0.5747,0.6269,5.8496,2.1299,107.0563,-999
8.544,0.2763,33.7902,0.5399,0.5933,5.1304,2.1138,104.5416,-999
8.5469,0.2838,32.2794,0.5071,0.5638,4.8163,2.0921,103.7346,-999
8.4875,0.2811,32.3274,0.4997,0.5559,4.8768,2.0948,103.0084,-999
8.4657,0.2724,30.431,0.4768,0.5314,5.0707,2.1034,101.2095,-999
8.4777,0.2512,27.2502,0.4516,0.4941,5.291,2.1246,98.9376,-999
8.4736,0.2512,28.3722,0.4345,0.463,5.3294,2.1449,96.4556,-999
8.4778,0.2505,31.3403,0.4268,0.45,5.2051,2.1496,94.2353,-999
8.4576,0.2513,32.285,0.4267,0.4509,5.0668,2.1478,91.7754,-999
8.4665,0.2527,30.7007,0.4267,0.4524,4.8286,2.1447,89.859,-999
8.4725,0.2558,30.1772,0.4272,0.455,4.5362,2.1384,88.7119,-999
8.4655,0.2612,29.1467,0.4287,0.4587,4.2805,2.1285,87.8729,-999
8.4827,0.2618,26.5912,0.4296,0.4599,4.1798,2.1235,87.0278,-999
8.4879,0.2582,25.8766,0.4302,0.4589,4.2141,2.1229,86.3856,-999
8.4709,0.2521,24.5991,0.4296,0.4549,4.3997,2.1304,86.2691,-999
8.4738,0.2449,24.2238,0.4286,0.4496,4.6504,2.1415,86.9671,-999
8.4717,0.2446,28.7364,0.4274,0.4437,4.909,2.1465,87.5258,-999
8.4676,0.245,30.687,0.4262,0.4378,5.161,2.1504,88.0539,-999
8.4799,0.2381,26.4525,0.4265,0.4341,5.2268,2.1471,88.6444,-999
8.479,0.2313,26.5061,0.4273,0.431,5.2341,2.1438,89.5594,-999
8.4697,0.2368,28.9164,0.4467,0.4454,4.7082,2.1211,90.2213,-999
8.4627,0.2442,28.8753,0.4632,0.4649,4.9245,2.1331,90.1474,-999
8.4618,0.2493,29.5294,0.47,0.473,4.7601,2.136,89.7326,-999
8.4575,0.2524,28.8505,0.4705,0.473,4.665,2.1347,89.6836,-999
8.4696,0.2527,27.8271,0.4703,0.4722,4.5775,2.1349,89.7295,-999
8.4565,0.241,27.6418,0.4659,0.4655,4.364,2.142,89.9975,-999
8.4666,0.2361,27.9971,0.4584,0.4554,4.4873,2.1495,90.6576,-999
8.4819,0.237,28.56,0.4518,0.4494,4.8359,2.1585,91.4221,-999
8.4737,0.2329,26.979,0.4483,0.4503,5.0738,2.1659,91.9447,-999
8.4918,0.2454,25.9595,0.448,0.4553,5.4259,2.1497,91.9013,-999
8.4869,0.2631,25.2524,0.4499,0.46,5.4112,2.1452,91.3262,-999
8.5051,0.2588,24.801,0.4534,0.4617,4.7698,2.152,90.7489,-999
8.5016,0.2487,28.7826,0.4592,0.4608,4.5162,2.1623,90.2675,-999
8.5178,0.2469,30.096,0.4703,0.4605,4.5939,2.1653,89.6585,-999
8.5167,0.2412,32.1782,0.4906,0.4683,4.7563,2.1708,89.7761,-999
8.5399,0.2201,40.7647,0.5237,0.4941,4.8921,2.1842,90.2355,-999
8.5208,0.1697,45.2647,0.5695,0.5458,5.0929,2.1991,90.3078,-999
8.5188,0.1029,40.6397,0.6216,0.6206,5.59,2.2389,89.9313,-999
8.5126,0.0551,36.987,0.6677,0.6969,5.9455,2.2903,89.3482,-999
8.5369,0.0728,35.728,0.6973,0.7512,5.8922,2.2904,88.9047,-999
8.5539,0.1561,37.4846,0.7076,0.781,5.8455,2.2526,88.6463,-999
8.561,0.2433,37.2978,0.7018,0.7911,6.0686,2.2254,89.288,-999
8.5428,0.2821,38.241,0.6844,0.7728,6.3154,2.223,91.2404,-999
8.5347,0.3014,40.2915,0.6608,0.7288,5.8482,2.2268,94.0804,-999
8.5458,0.3346,40.1388,0.6378,0.6834,5.3291,2.2105,97.0369,-999
8.5417,0.3419,41.6978,0.6197,0.6544,5.5281,2.1811,100.5237,-999
8.5469,0.3278,36.6772,0.6066,0.6376,5.7779,2.1825,101.9545,-999
8.5468,0.3016,30.962,0.5959,0.6224,6.358,2.1956,101.5272,-999
8.5609,0.283,31.3126,0.5855,0.6059,6.7674,2.1743,100.4398,-999
8.5591,0.2726,30.7304,0.5753,0.5915,5.9413,2.1242,99.4755,-999
8.5148,0.2485,31.8724,0.5665,0.5807,5.3263,2.1004,98.9007,-999
8.5219,0.2418,32.6075,0.5601,0.5717,5.2769,2.0968,98.5547,-999
8.544,0.2509,32.5705,0.557,0.5644,5.0556,2.0954,98.3011,-999
8.563,0.2557,34.9063,0.5582,0.5616,5.2443,2.1006,98.0816,-999
8.5497,0.2559,39.9187,0.5646,0.5655,5.8358,2.117,97.834,-999
8.5638,0.2725,41.9973,0.5767,0.577,6.4559,2.1603,98.1404,-999
8.5506,0.3043,44.7051,0.594,0.5959,6.6354,2.2273,98.9266,-999
8.5739,0.3846,51.4661,0.6164,0.6219,6.5226,2.2796,99.903,-999
8.6823,0.4842,61.0597,0.6445,0.655,6.621,2.3106,101.6342,-999
8.7315,0.4525,65.414,0.6785,0.6962,6.5674,2.324,104.0205,-999
8.7293,0.4231,67.6696,0.7174,0.7483,8.976,2.3367,106.7299,-999
8.7263,0.4399,67.9451,0.7565,0.8078,13.8253,2.3797,109.159,-999
8.6962,0.4364,60.7228,0.7881,0.858,15.2269,2.3472,111.484,-999
8.6891,0.4025,60.4796,0.8058,0.8775,15.0955,2.2904,113.9859,-999
8.7395,0.3886,65.4855,0.8096,0.864,15.0249,2.2776,115.8195,-999
8.8097,0.4025,65.7387,0.8055,0.8226,14.6335,2.2231,117.0361,-999
8.8939,0.4134,59.1306,0.8114,0.8122,14.2322,2.174,117.4391,-999
8.8776,0.4135,54.7632,0.8265,0.8217,13.7494,2.1883,116.9985,-999
8.8725,0.4203,58.3745,0.848,0.8442,14.3169,2.2334,116.0097,-999
8.8907,0.4468,64.4816,0.8719,0.8748,14.3944,2.0129,114.1792,-999
8.8537,0.4202,69.7328,0.8949,0.904,13.1462,1.0312,112.0372,-999
8.8289,0.371,68.7709,0.9158,0.9253,12.6646,0.3322,110.0598,-999
8.7169,0.3395,67.8561,0.9356,0.9443,12.7173,1.2886,109.4713,-999
8.6852,0.3291,67.6828,0.9549,0.972,12.002,2.1358,108.9519,-999
8.5685,0.3234,61.4753,0.9709,1.0036,10.6115,2.2227,107.7071,-999
8.5215,0.3345,50.4683,0.9792,1.0164,10.2059,2.1892,105.4558,-999
8.3701,0.3315,46.7423,0.9774,0.9984,9.373,2.1979,102.1958,-999
7.8619,0.3096,47.0703,0.9675,0.9662,8.6775,2.1985,98.7344,-999
8.5034,0.2844,43.3815,0.9542,0.9388,7.8391,2.1956,95.5737,-999
8.5026,0.2531,36.5186,0.9414,0.9172,7.195,2.2027,93.2007,-999
8.5188,0.2342,31.0563,0.9317,0.8968,8.3846,2.2253,91.6009,-999
8.5178,0.2604,31.2081,0.927,0.8823,12.1323,2.295,90.3227,-999
8.5237,0.2948,34.6736,0.9288,0.884,15.0374,2.3442,89.5213,-999
